Name,Hash,Id,Tag,Tier,Type,Source,Category,Element,Power,Power Limit,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Year,Season,Event,Recoil,AA,Impact,Range,Zoom,Blast Radius,Velocity,Stability,ROF,Reload,Mag,Handling,Charge Time,Draw Time,Accuracy,Charge Rate,Guard Resistance,Guard Efficiency,Guard Endurance,Swing Speed,Shield Duration,Airborne Effectiveness,Crafted,Crafted Level,Kill Tracker,Foundry,Loadouts,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14
Elsie's Rifle,2372514509,"""6917530005817765692""",,Legendary,Pulse Rifle,brave,Energy,Void,1800,,Stability,4,Vault,false,false,6,23,,73,40,33,60,17,0,0,64,340,60,29,57,0,0,0,0,0,0,0,0,0,24,false,0,0,,,,High-Impact Frame*,Fluted Barrel*,Smallbore,Alloy Magazine*,Armor-Piercing Rounds,Keep Away*,Kill Clip*,Indomitability*,Kill Tracker,Tier 4: Stability*,,,,,
Elsie's Rifle,2372514509,"""6917530005854485444""",,Legendary,Pulse Rifle,brave,Energy,Void,1800,,Handling,4,Warlock(1823),false,false,6,23,,83,40,33,75,17,0,0,55,340,60,29,36,0,0,0,0,0,0,0,0,0,24,false,0,0,,,,High-Impact Frame*,Extended Barrel*,Fluted Barrel,Armor-Piercing Rounds*,Flared Magwell,Loose Change*,Destabilizing Rounds*,Indomitability*,Kill Tracker,Tier 4: Handling*,,,,,
The Recluse,3098328572,"""6917530005870365088""",,Legendary,Submachine Gun,brave,Energy,Void,1800,,Handling,10,Vault,true,false,6,23,,100,55,15,50,13,0,0,47,900,8,40,73,0,0,0,0,0,0,0,0,0,29,false,0,0,veist,,,Lightweight Frame*,Hammer-Forged Rifling*,Smallbore,Extended Mag*,Alloy Magazine,Threat Detector*,Dynamic Sway Reduction,Master of Arms*,Frenzy,Indomitability*,Kill Tracker,Masterworked: Handling*,BRAVE Recluse*,,
Falling Guillotine,1815105249,"""6917530005872981911""",,Legendary,Sword,brave,Power,Void,1800,,Impact,1,Warlock(1823),false,false,6,23,,0,0,58,0,0,0,0,0,0,0,66,0,0,0,0,10,70,0,60,40,0,0,false,0,0,,,,Vortex Frame*,Enduring Blade*,Jagged Edge,Tempered Edge,Heavy Guard*,Swordmaster's Guard,Frenzy*,Sword Logic*,Indomitability*,Kill Tracker,Tier 1: Impact*,,,,
Elsie's Rifle,2372514509,"""6917530006031822984""",,Legendary,Pulse Rifle,brave,Energy,Void,1800,,Handling,1,Vault,false,false,6,23,,73,40,33,60,17,0,0,60,340,40,38,58,0,0,0,0,0,0,0,0,0,34,false,0,0,,,,High-Impact Frame*,Fluted Barrel*,Polygonal Rifling,Extended Mag*,Flared Magwell,Keep Away*,Frenzy*,Indomitability*,Kill Tracker,Tier 1: Handling*,,,,,
Forbearance,2480074702,"""6917530006034526119""",,Legendary,Grenade Launcher,brave,Energy,Arc,1810,,Reload Speed,10,Vault,false,false,6,23,,88,79,0,0,13,90,89,52,72,81,1,80,0,0,0,0,0,0,0,0,0,4,false,0,45,,,,Wave Frame*,Smart Drift Control*,Implosion Rounds*,Stats for All*,Chain Reaction*,Indomitability*,Kill Tracker,Masterworked: Reload Speed*,BRAVE Forbearance*,,,,,,
Midnight Coup,2499720827,"""6917530006034526757""",,Legendary,Hand Cannon,brave,KineticSlot,Kinetic,1800,,Stability,10,Vault,true,false,6,23,,80,90,84,57,14,0,0,62,140,56,12,60,0,0,0,0,0,0,0,0,0,24,false,0,0,,,,Adaptive Frame*,Smallbore*,Accurized Rounds*,Outlaw*,Kinetic Tremors*,Indomitability*,Kill Tracker,Masterworked: Stability*,BRAVE Midnight Coup*,,,,,,
Succession,570866107,"""6917530006034527363""",,Legendary,Sniper Rifle,brave,KineticSlot,Kinetic,1800,,Handling,10,Vault,true,false,6,23,,80,48,90,76,50,0,0,33,72,45,3,55,0,0,0,0,0,0,0,0,0,4,false,0,0,,,,Aggressive Frame*,Fluted Barrel*,Tactical Mag*,Lead from Gold*,Focused Fury*,Indomitability*,Kill Tracker,Masterworked: Handling*,BRAVE Succession*,,,,,,
The Recluse,3098328572,"""6917530006034531332""",,Legendary,Submachine Gun,brave,Energy,Void,1800,,Stability,10,Vault,true,false,6,23,,100,55,15,45,13,0,0,77,900,28,36,63,0,0,0,0,0,0,0,0,0,19,false,0,0,veist,,,Lightweight Frame*,Polygonal Rifling*,Ricochet Rounds*,Feeding Frenzy*,Master of Arms*,Indomitability*,Kill Tracker,Masterworked: Stability*,BRAVE Recluse*,,,,,,
The Mountaintop,4043921923,"""6917530006037392319""",,Legendary,Grenade Launcher,brave,KineticSlot,Kinetic,1800,,Reload Speed,10,Vault,true,false,6,23,,62,75,0,0,13,95,90,23,90,73,1,69,0,0,0,0,0,0,0,0,0,32,false,0,0,,,,Micro-Missile Frame*,Hard Launch*,Spike Grenades*,Lead from Gold*,One for All*,Indomitability*,Kill Tracker,Masterworked: Reload Speed*,BRAVE The Mountaintop*,,,,,,
Falling Guillotine,243425374,"""6917530006037394301""",,Legendary,Sword,brave,Power,Void,1800,,Impact,10,Warlock(1823),false,false,6,23,,0,0,62,0,0,0,0,0,0,0,66,0,0,0,0,10,70,0,60,40,0,0,false,0,0,,,,Vortex Frame*,Enduring Blade*,Heavy Guard*,Relentless Strikes*,Whirlwind Blade*,Indomitability*,Kill Tracker,Masterworked: Impact*,BRAVE Falling Guillotine*,,,,,,
Hung Jury SR4,205225492,"""6917530006037398777""",,Legendary,Scout Rifle,brave,KineticSlot,Kinetic,1800,,Handling,10,Vault,true,false,6,23,,85,67,62,59,22,0,0,55,180,46,16,50,0,0,0,0,0,0,0,0,0,22,false,0,0,omolon,,,Precision Frame*,Extended Barrel*,Alloy Magazine*,Enlightened Action*,Box Breathing*,Indomitability*,Kill Tracker,Masterworked: Handling*,BRAVE Hung Jury SR4*,,,,,,
Blast Furnace,2533990645,"""6917530006037400640""",,Legendary,Pulse Rifle,blackarmory,KineticSlot,Kinetic,1800,,Stability,10,Vault,true,false,6,23,,65,42,35,86,18,0,0,86,450,46,43,24,0,0,0,0,0,0,0,0,0,15,false,0,0,,,,Aggressive Burst*,Smallbore*,Tactical Mag*,Perpetual Motion*,Kill Clip*,Indomitability*,Kill Tracker,Masterworked: Stability*,BRAVE Blast Furnace*,,,,,,
Edge Transit,2228325504,"""6917530006040628687""",,Legendary,Grenade Launcher,brave,Power,Void,1800,,Velocity,10,Warlock(1823),false,false,6,23,,70,62,0,0,13,60,32,57,120,19,7,42,0,0,0,0,0,0,0,0,0,6,false,0,4,,,,Adaptive Frame*,Confined Launch*,Augmented Drum*,Envious Assassin*,Destabilizing Rounds*,Indomitability*,Kill Tracker,Masterworked: Velocity*,BRAVE Edge Transit*,,,,,,
Hammerhead,211732170,"""6917530006040631509""",,Legendary,Machine Gun,brave,Power,Void,1800,,Range,10,Vault,false,false,6,23,,75,90,41,85,15,0,0,60,450,64,60,50,0,0,0,0,0,0,0,0,0,6,false,0,2,,,,Adaptive Frame*,Hammer-Forged Rifling*,Armor-Piercing Rounds*,Fourth Time's the Charm*,Killing Tally*,Indomitability*,Kill Tracker,Masterworked: Range*,BRAVE Hammerhead*,,,,,,
Luna's Howl,3757612024,"""6917530006040631534""",,Legendary,Hand Cannon,brave,Energy,Solar,1800,,Handling,10,Vault,false,false,6,23,,95,79,84,53,14,0,0,74,140,54,10,55,0,0,0,0,0,0,0,0,0,20,false,0,0,fotc,,,Precision Frame*,Smallbore*,Ricochet Rounds*,Eye of the Storm*,Magnificent Howl*,Indomitability*,Kill Tracker,Masterworked: Handling*,BRAVE Luna's Howl*,,,,,,
Nox Perennial V,2767393525,"""6917530006424764820""",,Legendary,Fusion Rifle,legendaryengram,KineticSlot,Strand,1800,,"Charge Time, Impact",1,Warlock(1823),false,false,6,22,,65,59,90,45,15,0,0,29,0,16,5,33,956,0,0,0,0,0,0,0,0,6,false,0,0,,,,High-Impact Frame*,Fluted Barrel*,Hammer-Forged Rifling,Accelerated Coils*,Liquid Coils,Fragile Focus*,Hatchling*,Wild Card*,Kill Tracker,Tier 1: Charge Time*,,,,,
Whisper of the Worm,1983149589,"""6917530006424770688""",,Exotic,Sniper Rifle,,Power,Solar,1810,,,10,Vault,false,false,1,3,,94,39,100,85,40,0,0,35,72,66,3,23,0,0,0,0,0,0,0,0,0,80,true,1,10,,,,White Nail*,Polygonal Rifling*,Accurized Rounds*,Mulligan*,Fitted Stock*,Whispered Breathing*,Kill Tracker,,,,,,,,
A Sudden Death,4097972038,"""6917530007241653710""",,Legendary,Shotgun,dungeon,Energy,Void,1800,,Range,1,Hunter(1772),false,false,6,23,,74,30,80,32,12,0,0,38,55,42,5,24,0,0,0,0,0,0,0,0,0,2,false,0,0,,,,Aggressive Frame*,Smallbore*,Barrel Shroud,Tactical Mag*,Extended Mag,Envious Assassin*,Destabilizing Rounds*,Crossing Over*,Kill Tracker,Tier 1: Range*,,,,,
Hammerhead,211732170,"""6917530007463368660""",,Legendary,Machine Gun,brave,Power,Void,1800,,Range,10,Vault,true,false,6,23,,100,90,41,70,15,0,0,60,450,64,60,60,0,0,0,0,0,0,0,0,0,6,false,0,0,,,,Adaptive Frame*,Arrowhead Brake*,Full Bore,Alloy Magazine*,Armor-Piercing Rounds,Destabilizing Rounds*,Rampage,Surrounded*,Desperate Measures,Indomitability*,Kill Tracker,Masterworked: Range*,BRAVE Hammerhead*,,
Geodetic HSm,3637669759,"""6917530007491627142""",,Legendary,Sword,legendaryengram,Power,Void,1810,,Impact,1,Warlock(1823),false,false,6,22,,0,0,62,0,0,0,0,0,0,0,64,0,0,0,0,47,40,0,40,40,0,0,false,0,0,,,,Adaptive Frame*,Hungry Edge*,Enduring Blade,Tempered Edge,Balanced Guard*,Heavy Guard,Repulsor Brace*,Whirlwind Blade*,Nadir Focus*,Kill Tracker,Tier 1: Impact*,,,,
Adjudicator,1013434963,"""6917530007972651814""",,Legendary,Submachine Gun,dungeon,KineticSlot,Kinetic,1800,,Stability,1,Hunter(1772),false,false,6,23,,93,54,25,66,13,0,0,46,600,16,27,16,0,0,0,0,0,0,0,0,0,19,false,0,0,,,,Precision Frame*,Full Bore*,Smallbore,Steady Rounds*,Alloy Magazine,Perpetual Motion*,Kinetic Tremors*,Crossing Over*,Kill Tracker,Tier 1: Stability*,,,,,
A Sudden Death,4097972038,"""6917530007976306500""",,Legendary,Shotgun,dungeon,Energy,Void,1800,,Reload Speed,3,Hunter(1772),false,false,6,23,,74,30,80,39,12,0,0,26,55,35,5,24,0,0,0,0,0,0,0,0,0,2,false,0,0,,,,Aggressive Frame*,Smoothbore*,Corkscrew Rifling,Appended Mag*,Light Mag,Envious Assassin*,Barrel Constrictor*,Crossing Over*,Kill Tracker,Tier 3: Reload Speed*,,,,,
Judgment,2969415423,"""6917530007976308302""",,Legendary,Hand Cannon,dungeon,KineticSlot,Stasis,1800,,Reload Speed,1,Hunter(1772),false,false,6,23,,95,80,84,44,14,0,0,47,140,41,11,57,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Adaptive Frame*,Fastdraw HCS*,Crossfire HCS,Appended Mag*,Flared Magwell,Headstone*,Vorpal Weapon*,Crossing Over*,Kill Tracker,Tier 1: Reload Speed*,,,,,
Marcato-45,4233375372,"""6917530007976310512""",,Legendary,Machine Gun,legendaryengram,Power,Strand,1800,,Reload Speed,2,Hunter(1772),false,false,6,23,,90,65,41,45,16,0,0,59,450,60,57,52,0,0,0,0,0,0,0,0,0,11,false,0,0,suros,,,Adaptive Frame*,Chambered Compensator*,Hammer-Forged Rifling,Tactical Mag*,Steady Rounds,Attrition Orbs*,Onslaught*,Suros Synergy*,Kill Tracker,Tier 2: Reload Speed*,,,,,
Heliocentric QSc,3998080529,"""6917530007980127988""",,Legendary,Sidearm,legendaryengram,Energy,Solar,1800,,Reload Speed,1,Hunter(1772),true,false,6,22,,100,71,43,27,12,0,0,56,360,52,15,60,0,0,0,0,0,0,0,0,0,21,false,0,0,,,,Lightweight Frame*,Chambered Compensator*,Smallbore,Appended Mag*,Alloy Magazine,Heal Clip*,Adrenaline Junkie*,Nadir Focus*,Kill Tracker,Tier 1: Reload Speed*,,,,,
Parabellum,3926811686,"""6917530007987286041""",,Legendary,Submachine Gun,legendaryengram,Energy,Solar,1800,,Range,1,Hunter(1772),false,false,6,23,,92,46,20,64,14,0,0,43,900,54,33,46,0,0,0,0,0,0,0,0,0,19,false,0,0,field-forged,,,Adaptive Frame*,Extended Barrel*,Full Bore,Accurized Rounds*,Tactical Mag,Stats for All*,Frenzy*,Field-Tested*,Kill Tracker,Tier 1: Range*,,,,,
Coriolis Force,3512349612,"""6917530007987290212""",,Legendary,Fusion Rifle,campaign,Energy,Void,1800,,Reload Speed,1,Hunter(1772),false,false,4,12,,60,45,95,33,15,0,0,47,0,35,7,21,660,0,0,0,0,0,0,0,0,4,false,0,0,,,,Aggressive Frame*,Chambered Compensator*,Smallbore,Enhanced Battery*,Particle Repeater,Ambitious Assassin*,Thresh*,Kill Tracker,Tier 1: Reload Speed*,,,,,,
The Guiding Sight,1161561386,"""6917530008009881069""",,Legendary,Scout Rifle,ironbanner,KineticSlot,Strand,1810,,Handling,4,Warlock(1823),false,false,6,22,,75,30,67,80,19,0,0,14,150,16,16,26,0,0,0,0,0,0,0,0,0,20,false,0,0,,,,High-Impact Frame*,Full Bore*,Smallbore,Extended Mag*,Armor-Piercing Rounds,Gutshot Straight*,Hatchling*,Skulking Wolf*,Nadir Focus,Kill Tracker,Tier 4: Handling*,,,,
Parabellum,3926811686,"""6917530008009881616""",,Legendary,Submachine Gun,legendaryengram,Energy,Solar,1800,,Handling,1,Warlock(1823),true,false,6,23,,100,46,20,43,14,0,0,48,900,64,35,67,0,0,0,0,0,0,0,0,0,19,false,0,0,field-forged,,,Adaptive Frame*,Arrowhead Brake*,Polygonal Rifling,Tactical Mag*,Flared Magwell,Heal Clip*,Adagio*,Field-Tested*,Kill Tracker,Tier 1: Handling*,,,,,
Adhortative,2993554824,"""6917530010301698144""",,Legendary,Pulse Rifle,rivenslair,Energy,Solar,1800,,,,Warlock(1823),false,false,6,23,,71,61,29,51,17,0,0,50,390,39,43,32,0,0,0,0,0,0,0,0,0,10,true,1,0,,,,Adaptive Frame*,Extended Barrel*,Appended Mag*,Feeding Frenzy*,Disruption Break*,Nano-Munitions*,Kill Tracker,Empty Memento Socket*,,,,,,,
Scalar Potential,2563668388,"""6917530010305364418""",,Legendary,Pulse Rifle,seasonpass,Energy,Arc,1800,,,,Warlock(1823),false,false,6,23,,63,76,23,33,17,0,0,59,540,35,35,15,0,0,0,0,0,0,0,0,0,22,true,1,0,,,,Rapid-Fire Frame*,Extended Barrel*,Steady Rounds*,Slickdraw*,Under-Over*,Dragon's Vengeance*,Kill Tracker,Empty Memento Socket*,,,,,,,
